"cost_code","cost_code_description","2023-06","2023-07","2023-08","2023-09","2023-10","2023-11","2023-12","2024-01","2024-02","2024-03","2024-04","2024-05","2024-06","2024-07","2024-08","2024-09","2024-10","2024-11","2024-12","2025-01","2025-02","2025-03","2025-04","2025-05","2025-06","2025-07","2025-08","2025-09","2025-10","2025-11","2025-12","2026-01","2026-02","2026-03","2026-04","2026-05","2026-06"
"15-06-270","TROPICAL WORLD NURSERY-CONSTR.CLOSET & WOOD SHELVE.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","88945.33","0.00","0.00","0.00","0.00","0.00","0.00","88945.33","0.00","0.00","0.00"
"15-06-411","TROPICAL WORLD NURSERY-CONSTR.AMENITY COUNTERTOPS.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15-06-414","TROPICAL WORLD NURSERY-CONSTR.UNIT COUNTERTOPS.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15-07-105","TROPICAL WORLD NURSERY-CONSTR.WATERPROOFING.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3600.00","5400.00","0.00","0.00","2800.00","11900.00","37800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15-07-200","TROPICAL WORLD NURSERY-CONSTR.THERMAL PROTECTION.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","221774.50","157459.50","164461.75","118446.50","147739.15","24422.60","0.00","0.00","0.00"
"15-07-590","TROPICAL WORLD NURSERY-CONSTR.ROOFING.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","725.00","0.00","0.00","0.00","0.00","0.00","0.00","51992.87","492488.24","410624.64","142642.92","0.00","35434.28","83388.80","168291.91","0.00","0.00"
"15-07-840","TROPICAL WORLD NURSERY-CONSTR.FIRESTOPPING.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","89600.00","0.00","0.00","0.00"
"15-08-250","TROPICAL WORLD NURSERY-CONSTR.DOORS, FRAMES & HW.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17630.60","28000.00","0.00","133195.00","0.00","0.00","0.00","33864.00","0.00","0.00"
"15-08-450","TROPICAL WORLD NURSERY-CONSTR.GLASS WINDOWS & DOORS.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","487313.83","0.00","0.00","0.00","0.00","315482.43","434930.86","537703.45","199116.83","21669.97","37846.52","53347.41","0.00","1532.29","0.00","0.00"
"15-08-830","TROPICAL WORLD NURSERY-CONSTR.MIRRORS.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","47282.17","0.00","0.00","0.00","0.00","0.00","26540.00","0.00","0.00","0.00","0.00"
"15-09-180","TROPICAL WORLD NURSERY-CONSTR.STUCCO.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","90000.00","115000.00","30500.00","272500.00","238872.64","39500.00","0.00","0.00"
"15-09-250","TROPICAL WORLD NURSERY-CONSTR.GYPSUM BOARD & INSUL.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","125000.00","320000.00","470000.00","419000.00","650000.00","123435.28","430000.00","70000.00","162500.00","359149.63","190000.00","0.00","0.00"
"15-09-600","TROPICAL WORLD NURSERY-CONSTR.FLOORING.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12000.00","277784.60","173397.99","80157.89","66658.58","0.00","122132.40","57489.62","23512.75","72087.36","20647.17","0.00","0.00"
"15-09-910","TROPICAL WORLD NURSERY-CONSTR.PAINTING.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","77121.00","58606.00","110348.00","168060.00","0.00","0.00"
"15-10-185","TROPICAL WORLD NURSERY-CONSTR.SHOWER ENCLOSURES.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15-10-205","TROPICAL WORLD NURSERY-CONSTR.SPECIALTIES.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15-10-310","TROPICAL WORLD NURSERY-CONSTR.FIREPLACE.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15-10-312","TROPICAL WORLD NURSERY-CONSTR.FIRE EXTINGUISHERS.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15-10-440","TROPICAL WORLD NURSERY-CONSTR.SIGNAGE.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15-10-550","TROPICAL WORLD NURSERY-CONSTR.POSTAL SPECIALTIES.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15-11-400","TROPICAL WORLD NURSERY-CONSTR.FOOD SERVICE EQUIPEMENT.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","123788.84","0.00","0.00","44359.98","0.00","0.00","0.00","0.00","0.00","0.00"
"15-11-450","TROPICAL WORLD NURSERY-CONSTR.APPLIANCES.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15-12-300","TROPICAL WORLD NURSERY-CONSTR.RESIDENTIAL CASEWORK.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","268335.09","0.00","0.00","165867.44","277363.24","233166.80","0.00","82935.69","0.00","0.00","8796.71","0.00","0.00"
"15-12-490","TROPICAL WORLD NURSERY-CONSTR.WINDOW TREATMENT.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","69250.00","0.00","0.00","0.00"
"15-12-540","TROPICAL WORLD NURSERY-CONSTR.SITE FURNITURE.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23490.85","0.00","0.00","0.00","0.00"
"15-13-150","TROPICAL WORLD NURSERY-CONSTR.SWIMMING POOLS.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8000.00","0.00","0.00","30000.00","82155.93","0.00","84800.00","42400.00","10600.00","0.00","0.00","0.00","63600.00","0.00","53000.00","0.00","0.00"
"15-14-110","TROPICAL WORLD NURSERY-CONSTR.TRASH CHUTES.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23267.25","984.75","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15-14-200","TROPICAL WORLD NURSERY-CONSTR.ELEVATORS.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","257426.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11900.00","0.00","0.00","0.00","0.00","0.00","189858.45","0.00","0.00"
"15-15-310","TROPICAL WORLD NURSERY-CONSTR.FIRE SPRINKLERS.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","35335.00","0.00","0.00","4817.50","167986.40","175506.10","194388.00","1986.00","25458.00","0.00","12813.00","11735.20","10086.80","0.00","0.00"
"15-15-410","TROPICAL WORLD NURSERY-CONSTR.PLUMBING.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7970.00","0.00","0.00","45040.00","161526.23","212472.50","0.00","121562.50","155575.00","141545.00","338188.94","250370.75","135375.00","167212.00","131716.75","294830.00","56665.00","0.00","0.00"
"15-15-700","TROPICAL WORLD NURSERY-CONSTR.HVAC.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","211809.60","55000.00","13733.00","62641.00","73618.39","114810.51","117003.19","467737.72","281554.08","150816.29","378484.70","184000.09","209343.30","95257.90","0.00","0.00"
"15-16-110","TROPICAL WORLD NURSERY-CONSTR.ELECTRICAL.Materials","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","53429.50","251362.07","922123.50","160054.85","69000.00","76162.50","483820.56","295530.50","464319.72","5995.35","206328.00","1940906.35","545234.72","-317101.61","1589622.57","1192239.84","1697173.47","0.00"
"15-16-111","TROPICAL WORLD NURSERY-CONSTR.UNIT SUBMETERS.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13230.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"15-16-112","TROPICAL WORLD NURSERY-CONSTR.BDA & DAS SYSTEM-ALW.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","81897.97","0.00","0.00","0.00"
"15-16-400","TROPICAL WORLD NURSERY-CONSTR.LOW VOLTAGE DISTRIBUTION.Subcontractor","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","231263.00","0.00","0.00","146756.67","0.00","4270.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20-18-107","TROPICAL WORLD NURSERY-CONSTR.SUBCONTRACTOR DEFAULT INS.Materials","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5875.00","457020.53","28332.00","0.00","0.00","5600.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20-18-110","TROPICAL WORLD NURSERY-CONSTR.CONTRACTOR'S FEE.Overhead","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20-18-141","TROPICAL WORLD NURSERY-CONSTR.CONTRACTOR'S CONTINGENCY.Materials","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20-18-170","TROPICAL WORLD NURSERY-CONSTR.PAYMENT & PERFORMANCE BOND.Materials","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","302326.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20-18-250","TROPICAL WORLD NURSERY-CONSTR.BUYOUT CONTINGENCY.Materials","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"90-01-300","TROPICAL WORLD NURSERY-CONSTR.REIMBURSABLE ITEMS.Materials","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1297.34","0.00","76.88","0.00","513.53","184.50","1390.43","891.53","1850.30","3199.58","4994.10","4780.99","2650.67","2893.45","51.10","0.00"
