endpoint_key,json_path,observed_type,business_category,destination
rfqs,$.change_event.change_event_line_items[].cost_code.biller_origin_id,string,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code.biller_type,string,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code.budgeted,boolean,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code.code,string,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code.created_at,string,date,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code.deleted_at,null,date,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code.full_code,string,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code.id,integer,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code.line_item_types,array,other,child:procore_ep_rfqs_change_event_change_event_line_items__0a3e8d
rfqs,$.change_event.change_event_line_items[].cost_code.line_item_types[],object,other,structural
rfqs,$.change_event.change_event_line_items[].cost_code.line_item_types[].base_type,string,other,column:$.change_event.change_event_line_items[].cost_code.line_item_types
rfqs,$.change_event.change_event_line_items[].cost_code.line_item_types[].code,string,identity,column:$.change_event.change_event_line_items[].cost_code.line_item_types
rfqs,$.change_event.change_event_line_items[].cost_code.line_item_types[].id,integer,identity,column:$.change_event.change_event_line_items[].cost_code.line_item_types
rfqs,$.change_event.change_event_line_items[].cost_code.line_item_types[].name,string,title,column:$.change_event.change_event_line_items[].cost_code.line_item_types
rfqs,$.change_event.change_event_line_items[].cost_code.line_item_types[].origin_id,string,identity,column:$.change_event.change_event_line_items[].cost_code.line_item_types
rfqs,$.change_event.change_event_line_items[].cost_code.name,string,title,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code.origin_data,null,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code.origin_id,string,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code.parent,object,other,structural
rfqs,$.change_event.change_event_line_items[].cost_code.parent.id,integer,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code.position,null,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code.sortable_code,string,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code.standard_cost_code_id,integer,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code.updated_at,string,date,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code_biller_name,string,cost_code,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code_id,integer,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_code_is_budgeted,boolean,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_type,object,money,structural
rfqs,$.change_event.change_event_line_items[].cost_type.base_type,string,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_type.company_id,integer,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_type.created_at,string,date,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_type.csv_import_code,string,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_type.deleted_at,null,date,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_type.equipment_timecard_entry_type,boolean,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_type.id,integer,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_type.line_item_type_category_id,null,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_type.name,string,title,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_type.position,integer,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_type.provider_id,integer,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_type.provider_type,string,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_type.status,string,status,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_type.timesheet_type,boolean,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].cost_type.updated_at,string,date,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].created_at,string,date,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].deletable,boolean,other,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].description,string,title,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].editable,boolean,other,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].estimated_cost_amount,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].estimated_cost_calculation_strategy,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].estimated_cost_quantity,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].estimated_cost_unit_cost,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].event_id,integer,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].event_title_and_number,string,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].id,integer,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].is_markup_summary,boolean,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].latest_cost_amount,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].latest_cost_amount_project_currency,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].latest_cost_calculation_strategy,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].latest_cost_quantity,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].latest_cost_unit_cost,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].latest_cost_uom,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].latest_revenue_amount,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].latest_revenue_amount_project_currency,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].line_item_type,object,other,structural
rfqs,$.change_event.change_event_line_items[].line_item_type.base_type,string,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].line_item_type.code,string,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].line_item_type.id,integer,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].line_item_type.name,string,title,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].line_item_type_id,integer,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].links,object,other,structural
rfqs,$.change_event.change_event_line_items[].links.commitment_pco_cost,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].links.committed_cost,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].links.contract,string,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].links.edit,string,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].links.parent,string,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].links.rfq_amount,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].links.rom,string,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].links.view,string,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].manual_latest_cost_amount,null,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].non_committed_cost,null,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].number,string,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].over_under_amount,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].over_under_amount_project_currency,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].permission_to_edit,null,other,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].proposed_contract_id,integer,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].proposed_vendor_id,integer,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].request_for_quote_id,integer,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].revenue_rom_amount,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].revenue_rom_amount_project_currency,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].revenue_rom_calculation_strategy,string,other,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].revenue_rom_display,string,other,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].revenue_rom_quantity,string,quantity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].revenue_rom_unit_cost,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].revenue_rom_uom,string,quantity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].rfq_amount,null,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].rfq_amount_project_currency,null,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].rfq_sent,string,other,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].rom,string,other,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].sortable_code,string,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].status,string,status,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].statuses,object,status,structural
rfqs,$.change_event.change_event_line_items[].statuses.commitment_pco_cost,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].statuses.commitment_pco_tooltip,string,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].statuses.committed_cost,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].statuses.contract,string,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].statuses.rfq_amount,string,money,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].statuses.rfq_tooltip,string,other,sidecar:child:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].title,string,title,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].uom,string,quantity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].updated_at,string,date,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].vendor,object,company,structural
rfqs,$.change_event.change_event_line_items[].vendor.id,integer,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].vendor.name,string,title,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].wbs_code,object,identity,structural
rfqs,$.change_event.change_event_line_items[].wbs_code.description,null,title,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].wbs_code.flat_code,null,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_line_items[].wbs_code.id,null,identity,column:$.change_event.change_event_line_items
rfqs,$.change_event.change_event_origin_id,integer,identity,column:primary
rfqs,$.change_event.change_event_origin_type,string,other,sidecar:primary
rfqs,$.change_event.change_event_status,object,status,structural
rfqs,$.change_event.change_event_status.default_status,boolean,status,column:primary
rfqs,$.change_event.change_event_status.id,integer,identity,column:primary
rfqs,$.change_event.change_event_status.mapped_to_status,string,status,column:primary
rfqs,$.change_event.change_event_status.name,string,title,column:primary
rfqs,$.change_event.change_event_status.show_in_select,boolean,other,sidecar:primary
rfqs,$.change_event.change_order_change_reason,object,title,structural
rfqs,$.change_event.change_order_change_reason.change_reason,string,title,column:primary
rfqs,$.change_event.change_order_change_reason.company_id,integer,identity,column:primary
rfqs,$.change_event.change_order_change_reason.id,integer,identity,column:primary
rfqs,$.change_event.created_at,string,date,column:primary
rfqs,$.change_event.created_by,object,person,structural
rfqs,$.change_event.created_by.id,integer,identity,column:primary
rfqs,$.change_event.created_by.login,string,person,column:primary
rfqs,$.change_event.created_by.name,string,title,column:primary
rfqs,$.change_event.description,string,title,column:primary
rfqs,$.change_event.event_scope,string,title,column:primary
rfqs,$.change_event.event_type,string,other,sidecar:primary
rfqs,$.change_event.id,integer,identity,column:primary
rfqs,$.change_event.number,integer,identity,column:primary
rfqs,$.change_event.project_id,integer,identity,column:primary
rfqs,$.change_event.status,string,status,column:primary
rfqs,$.change_event.title,string,title,column:primary
rfqs,$.change_event.updated_at,string,date,column:primary
rfqs,$.change_event_line_item_id,integer,identity,column:primary
rfqs,$.commitment_change_order_packages,object,other,structural
rfqs,$.commitment_change_order_packages.contract,object,other,structural
rfqs,$.commitment_change_order_packages.contract.vendor,object,company,structural
rfqs,$.commitment_change_order_packages.contract.vendor.id,integer,identity,column:primary
rfqs,$.commitment_change_order_packages.contract.vendor.name,string,title,column:primary
rfqs,$.commitment_change_order_packages.contract_id,integer,identity,column:primary
rfqs,$.commitment_change_order_packages.created_at,string,date,column:primary
rfqs,$.commitment_change_order_packages.created_by_id,integer,identity,column:primary
rfqs,$.commitment_change_order_packages.currency_configuration,object,money,structural
rfqs,$.commitment_change_order_packages.currency_configuration.currency_iso_code,null,identity,column:primary
rfqs,$.commitment_change_order_packages.designated_reviewer,object,status,structural
rfqs,$.commitment_change_order_packages.designated_reviewer.id,integer,identity,column:primary
rfqs,$.commitment_change_order_packages.designated_reviewer.login,string,person,column:primary
rfqs,$.commitment_change_order_packages.designated_reviewer.name,string,title,column:primary
rfqs,$.commitment_change_order_packages.due_date,string,date,column:primary
rfqs,$.commitment_change_order_packages.executed,boolean,status,column:primary
rfqs,$.commitment_change_order_packages.grand_total,string,money,column:primary
rfqs,$.commitment_change_order_packages.id,integer,identity,column:primary
rfqs,$.commitment_change_order_packages.number,string,identity,column:primary
rfqs,$.commitment_change_order_packages.origin_code,string,identity,column:primary
rfqs,$.commitment_change_order_packages.origin_id,string,identity,column:primary
rfqs,$.commitment_change_order_packages.reviewed_at,string,date,column:primary
rfqs,$.commitment_change_order_packages.revision,integer,other,sidecar:primary
rfqs,$.commitment_change_order_packages.singleton_potential_change_order_id,integer,identity,column:primary
rfqs,$.commitment_change_order_packages.status,string,status,column:primary
rfqs,$.commitment_change_order_packages.title,string,title,column:primary
rfqs,$.commitment_change_order_packages.updated_at,string,date,column:primary
rfqs,$.commitment_contract_id,integer,identity,column:primary
rfqs,$.commitment_potential_change_orders,object,other,structural
rfqs,$.commitment_potential_change_orders.change_order_package_acronym_number,string,identity,column:primary
rfqs,$.commitment_potential_change_orders.change_order_package_title,string,title,column:primary
rfqs,$.commitment_potential_change_orders.change_order_request_acronym_number,string,identity,column:primary
rfqs,$.commitment_potential_change_orders.change_order_request_id,integer,identity,column:primary
rfqs,$.commitment_potential_change_orders.change_order_request_title,string,title,column:primary
rfqs,$.commitment_potential_change_orders.change_order_tiers,integer,other,sidecar:primary
rfqs,$.commitment_potential_change_orders.change_reason,string,title,column:primary
rfqs,$.commitment_potential_change_orders.contract_id,integer,identity,column:primary
rfqs,$.commitment_potential_change_orders.created_at,string,date,column:primary
rfqs,$.commitment_potential_change_orders.created_by_id,integer,identity,column:primary
rfqs,$.commitment_potential_change_orders.currency_configuration,object,money,structural
rfqs,$.commitment_potential_change_orders.currency_configuration.currency_iso_code,null,identity,column:primary
rfqs,$.commitment_potential_change_orders.executed,boolean,status,column:primary
rfqs,$.commitment_potential_change_orders.grand_total,string,money,column:primary
rfqs,$.commitment_potential_change_orders.id,integer,identity,column:primary
rfqs,$.commitment_potential_change_orders.number,string,identity,column:primary
rfqs,$.commitment_potential_change_orders.potential_change_order_acronym_number,string,identity,column:primary
rfqs,$.commitment_potential_change_orders.revision,integer,other,sidecar:primary
rfqs,$.commitment_potential_change_orders.schedule_impact_amount,integer,money,column:primary
rfqs,$.commitment_potential_change_orders.status,string,status,column:primary
rfqs,$.commitment_potential_change_orders.title,string,title,column:primary
rfqs,$.commitment_potential_change_orders.updated_at,string,date,column:primary
rfqs,$.created_at,string,date,column:primary
rfqs,$.created_by,object,person,structural
rfqs,$.created_by.id,integer,identity,column:primary
rfqs,$.created_by.login,string,person,column:primary
rfqs,$.created_by.name,string,title,column:primary
rfqs,$.currency_configuration,object,money,structural
rfqs,$.currency_configuration.currency_iso_code,null,identity,column:primary
rfqs,$.description,string,title,column:primary
rfqs,$.due_date,string,date,column:primary
rfqs,$.estimated_status,string,status,column:primary
rfqs,$.id,integer,identity,column:primary
rfqs,$.intent_to_quote,boolean,other,column:primary
rfqs,$.number,string,identity,column:primary
rfqs,$.position,integer,other,column:primary
rfqs,$.private,boolean,status,column:primary
rfqs,$.prostore_file_ids,array,attachment,sidecar:primary
rfqs,$.prostore_file_ids[],integer,attachment,structural
rfqs,$.quotes,array,other,sidecar:primary
rfqs,$.responses,array,other,sidecar:primary
rfqs,$.status,string,status,column:primary
rfqs,$.title,string,title,column:primary
rfqs,$.updated_at,string,date,column:primary
schedules,$,object,other,structural
schedules,$.calendar_id,string,identity,column:primary
schedules,$.company_id,string,identity,column:primary
schedules,$.created_at,string,date,column:primary
schedules,$.created_by,string,person,column:primary
schedules,$.data_date,string,date,column:primary
schedules,$.deleted_at,null,date,column:primary
schedules,$.deleted_by,null,person,column:primary
schedules,$.is_active,boolean,other,column:primary
schedules,$.parent_schedule_id,null,identity,column:primary
schedules,$.project_id,string,identity,column:primary
schedules,$.schedule_id,string,identity,column:primary
schedules,$.schedule_name,string,title,column:primary
schedules,$.schedule_type,string,other,column:primary
schedules,$.start_date,string,date,column:primary
schedules,$.updated_at,string,date,column:primary
schedules,$.updated_by,string,person,column:primary
subcontractor-invoice-change-order-items,$,object,other,structural
subcontractor-invoice-change-order-items,$.change_order_package_id,integer,identity,column:primary
subcontractor-invoice-change-order-items,$.comment,null,title,column:primary
subcontractor-invoice-change-order-items,$.commitment_line_item_id,integer,identity,column:primary
subcontractor-invoice-change-order-items,$.commitment_line_item_origin_id,string,identity,column:primary
subcontractor-invoice-change-order-items,$.cost_code_id,integer,identity,column:primary
subcontractor-invoice-change-order-items,$.currency_configuration,object,money,structural
subcontractor-invoice-change-order-items,$.currency_configuration.currency_iso_code,null,identity,column:primary
subcontractor-invoice-change-order-items,$.description_of_work,string,title,column:primary
subcontractor-invoice-change-order-items,$.id,integer,identity,column:primary
subcontractor-invoice-change-order-items,$.item_type,string,other,column:primary
subcontractor-invoice-change-order-items,$.line_item_id,integer,identity,column:primary
subcontractor-invoice-change-order-items,$.materials_moved,string,other,column:primary
subcontractor-invoice-change-order-items,$.materials_retainage_retained_moved,string,money,column:primary
subcontractor-invoice-change-order-items,$.position,integer,other,column:primary
subcontractor-invoice-change-order-items,$.scheduled_quantity,string,quantity,column:primary
subcontractor-invoice-change-order-items,$.scheduled_unit_price,string,money,column:primary
subcontractor-invoice-change-order-items,$.scheduled_value,string,money,column:primary
subcontractor-invoice-change-order-items,$.ssr_manual_override,boolean,other,column:primary
subcontractor-invoice-change-order-items,$.status,string,status,column:primary
subcontractor-invoice-change-order-items,$.subcontractor_claimed_amount,string,money,column:primary
subcontractor-invoice-change-order-items,$.total_completed_and_stored_to_date,string,date,column:primary
subcontractor-invoice-change-order-items,$.total_completed_and_stored_to_date_percent,string,money,column:primary
subcontractor-invoice-change-order-items,$.wbs_code,object,identity,structural
subcontractor-invoice-change-order-items,$.wbs_code.description,string,title,column:primary
subcontractor-invoice-change-order-items,$.wbs_code.flat_code,string,identity,column:primary
subcontractor-invoice-change-order-items,$.wbs_code.id,integer,identity,column:primary
subcontractor-invoice-change-order-items,$.work_completed_from_previous_application,string,other,column:primary
subcontractor-invoice-change-order-items,$.work_completed_from_previous_application_quantity,string,quantity,column:primary
subcontractor-invoice-change-order-items,$.work_completed_retainage_from_previous_application,string,money,column:primary
subcontractor-invoice-change-order-items,$.work_completed_retainage_percent_this_period,string,money,column:primary
subcontractor-invoice-change-order-items,$.work_completed_retainage_released_this_period,string,money,column:primary
subcontractor-invoice-change-order-items,$.work_completed_retainage_retained_this_period,string,money,column:primary
subcontractor-invoice-change-order-items,$.work_completed_this_period,string,other,column:primary
subcontractor-invoice-change-order-items,$.work_completed_this_period_quantity,string,quantity,column:primary
subcontractor-invoice-contract-detail-items,$,object,other,structural
subcontractor-invoice-contract-detail-items,$.comment,null,title,column:primary
subcontractor-invoice-contract-detail-items,$.cost_code_id,integer,identity,column:primary
subcontractor-invoice-contract-detail-items,$.currency_configuration,object,money,structural
subcontractor-invoice-contract-detail-items,$.currency_configuration.currency_iso_code,null,identity,column:primary
subcontractor-invoice-contract-detail-items,$.description_of_work,string,title,column:primary
subcontractor-invoice-contract-detail-items,$.detail_line_item_id,integer,identity,column:primary
subcontractor-invoice-contract-detail-items,$.id,integer,identity,column:primary
subcontractor-invoice-contract-detail-items,$.item_type,string,other,column:primary
subcontractor-invoice-contract-detail-items,$.materials_moved,string,other,column:primary
subcontractor-invoice-contract-detail-items,$.materials_presently_stored,string,other,column:primary
subcontractor-invoice-contract-detail-items,$.materials_retainage_retained_moved,string,money,column:primary
subcontractor-invoice-contract-detail-items,$.materials_stored_retainage_currently_retained,string,money,column:primary
subcontractor-invoice-contract-detail-items,$.materials_stored_retainage_percent_this_period,string,money,column:primary
subcontractor-invoice-contract-detail-items,$.materials_stored_retainage_released_this_period,string,money,column:primary
subcontractor-invoice-contract-detail-items,$.position,integer,other,column:primary
subcontractor-invoice-contract-detail-items,$.scheduled_value,string,money,column:primary
subcontractor-invoice-contract-detail-items,$.ssr_manual_override,boolean,other,column:primary
subcontractor-invoice-contract-detail-items,$.status,string,status,column:primary
subcontractor-invoice-contract-detail-items,$.subcontractor_claimed_amount,string,money,column:primary
subcontractor-invoice-contract-detail-items,$.total_completed_and_stored_to_date,string,date,column:primary
subcontractor-invoice-contract-detail-items,$.total_completed_and_stored_to_date_percent,string,money,column:primary
subcontractor-invoice-contract-detail-items,$.wbs_code,object,identity,structural
subcontractor-invoice-contract-detail-items,$.wbs_code.description,string,title,column:primary
subcontractor-invoice-contract-detail-items,$.wbs_code.flat_code,string,identity,column:primary
subcontractor-invoice-contract-detail-items,$.wbs_code.id,integer,identity,column:primary
subcontractor-invoice-contract-detail-items,$.work_completed_from_previous_application,string,other,column:primary
subcontractor-invoice-contract-detail-items,$.work_completed_retainage_from_previous_application,string,money,column:primary
subcontractor-invoice-contract-detail-items,$.work_completed_retainage_percent_this_period,string,money,column:primary
subcontractor-invoice-contract-detail-items,$.work_completed_retainage_released_this_period,string,money,column:primary
subcontractor-invoice-contract-detail-items,$.work_completed_retainage_retained_this_period,string,money,column:primary
subcontractor-invoice-contract-detail-items,$.work_completed_this_period,string,other,column:primary
subcontractor-invoices,$,object,other,structural
subcontractor-invoices,$.attachments,array,attachment,child:procore_ep_subcontractor_invoices_attachments
subcontractor-invoices,$.attachments[],object,attachment,structural
subcontractor-invoices,$.attachments[].content_type,string,other,column:$.attachments
subcontractor-invoices,$.attachments[].filename,string,attachment,column:$.attachments
subcontractor-invoices,$.attachments[].id,integer,identity,column:$.attachments
subcontractor-invoices,$.attachments[].name,string,title,column:$.attachments
subcontractor-invoices,$.attachments[].url,string,attachment,column:$.attachments
subcontractor-invoices,$.billing_date,string,date,column:primary
subcontractor-invoices,$.comment,string,title,column:primary
subcontractor-invoices,$.commitment_id,integer,identity,column:primary
subcontractor-invoices,$.commitment_type,string,other,column:primary
subcontractor-invoices,$.contract_invoicing_method,string,other,column:primary
subcontractor-invoices,$.contract_name,string,title,column:primary
subcontractor-invoices,$.created_at,string,date,column:primary
subcontractor-invoices,$.created_by,object,person,structural
subcontractor-invoices,$.created_by.company_name,string,company,column:primary
subcontractor-invoices,$.created_by.id,integer,identity,column:primary
subcontractor-invoices,$.created_by.login,string,person,column:primary
subcontractor-invoices,$.created_by.name,string,title,column:primary
subcontractor-invoices,$.currency_configuration,object,money,structural
subcontractor-invoices,$.currency_configuration.base_currency_iso_code,null,identity,column:primary
subcontractor-invoices,$.currency_configuration.currency_exchange_rate,string,money,column:primary
subcontractor-invoices,$.currency_configuration.currency_iso_code,null,identity,column:primary
subcontractor-invoices,$.custom_fields,object,custom_field,structural
subcontractor-invoices,$.deletable,boolean,other,column:primary
subcontractor-invoices,$.electronic_signature_id,null,identity,column:primary
subcontractor-invoices,$.erp_status,string,status,column:primary
subcontractor-invoices,$.final,boolean,other,column:primary
subcontractor-invoices,$.id,integer,identity,column:primary
subcontractor-invoices,$.invoice_number,string,identity,column:primary
subcontractor-invoices,$.invoice_type,string,other,column:primary
subcontractor-invoices,$.move_materials_to_previous_work_completed,boolean,other,column:primary
subcontractor-invoices,$.number,integer,identity,column:primary
subcontractor-invoices,$.origin_data,null,other,column:primary
subcontractor-invoices,$.origin_id,null,identity,column:primary
subcontractor-invoices,$.payment_date,null,date,column:primary
subcontractor-invoices,$.payment_summary,object,money,structural
subcontractor-invoices,$.payment_summary.invoice_paid_in_full,boolean,money,column:primary
subcontractor-invoices,$.payment_summary.invoiced_amount_due,string,date,column:primary
subcontractor-invoices,$.payment_summary.manual,object,other,structural
subcontractor-invoices,$.payment_summary.manual.amount,string,money,column:primary
subcontractor-invoices,$.payment_summary.procore_pay,object,other,structural
subcontractor-invoices,$.payment_summary.procore_pay.amount,integer,money,column:primary
subcontractor-invoices,$.percent_complete,string,other,column:primary
subcontractor-invoices,$.period_id,integer,identity,column:primary
subcontractor-invoices,$.previous_requisition_id,integer,identity,column:primary
subcontractor-invoices,$.project_id,integer,identity,column:primary
subcontractor-invoices,$.requisition_end,string,other,column:primary
subcontractor-invoices,$.requisition_start,string,other,column:primary
subcontractor-invoices,$.status,string,status,column:primary
subcontractor-invoices,$.submitted_at,string,date,column:primary
subcontractor-invoices,$.summary,object,money,structural
subcontractor-invoices,$.summary.balance_to_finish_including_retainage,string,money,column:primary
subcontractor-invoices,$.summary.completed_work_retainage_amount,string,money,column:primary
subcontractor-invoices,$.summary.completed_work_retainage_percent,string,money,column:primary
subcontractor-invoices,$.summary.contract_sum_to_date,string,date,column:primary
subcontractor-invoices,$.summary.current_payment_due,string,date,column:primary
subcontractor-invoices,$.summary.formatted_period,string,other,sidecar:primary
subcontractor-invoices,$.summary.less_previous_certificates_for_payment,string,money,column:primary
subcontractor-invoices,$.summary.negative_change_order_item_total,string,money,column:primary
subcontractor-invoices,$.summary.negative_new_change_order_item_total,string,money,column:primary
subcontractor-invoices,$.summary.negative_previous_change_order_item_total,string,money,column:primary
subcontractor-invoices,$.summary.net_change_by_change_orders,string,other,sidecar:primary
subcontractor-invoices,$.summary.original_contract_sum,string,money,column:primary
subcontractor-invoices,$.summary.positive_change_order_item_total,string,money,column:primary
subcontractor-invoices,$.summary.positive_new_change_order_item_total,string,money,column:primary
subcontractor-invoices,$.summary.positive_previous_change_order_item_total,string,money,column:primary
subcontractor-invoices,$.summary.stored_materials_retainage_amount,string,money,column:primary
subcontractor-invoices,$.summary.stored_materials_retainage_percent,string,money,column:primary
subcontractor-invoices,$.summary.tax_applicable_to_this_payment,string,money,column:primary
subcontractor-invoices,$.summary.total_completed_and_stored_to_date,string,date,column:primary
