endpoint_key,json_path,observed_type,business_category,destination
billing-periods,$,object,other,structural
billing-periods,$.created_at,string,date,column:primary
billing-periods,$.due_date,string,date,column:primary
billing-periods,$.end_date,string,date,column:primary
billing-periods,$.id,integer,identity,column:primary
billing-periods,$.position,integer,other,column:primary
billing-periods,$.project_id,integer,identity,column:primary
billing-periods,$.start_date,string,date,column:primary
billing-periods,$.status,string,status,column:primary
billing-periods,$.updated_at,string,date,column:primary
budget-change-history,$,object,other,structural
budget-change-history,$.budget_code,string,identity,column:primary
budget-change-history,$.column,string,other,column:primary
budget-change-history,$.created_at,string,date,column:primary
budget-change-history,$.created_by,string,person,column:primary
budget-change-history,$.description,string,title,column:primary
budget-change-history,$.new_value,string,money,column:primary
budget-change-history,$.old_value,string,money,column:primary
budget-change-history,$.type,string,other,column:primary
budget-modifications,$,object,other,structural
budget-modifications,$.created_at,string,date,column:primary
budget-modifications,$.from_budget_line_item_id,integer,identity,column:primary
budget-modifications,$.id,integer,identity,column:primary
budget-modifications,$.notes,string,title,column:primary
budget-modifications,$.origin_data,null,other,column:primary
budget-modifications,$.origin_id,null,identity,column:primary
budget-modifications,$.to_budget_line_item_id,integer,identity,column:primary
budget-modifications,$.transfer_amount,string,money,column:primary
budget-modifications,$.updated_at,string,date,column:primary
budget-views,$,object,other,structural
budget-views,$.created_at,string,date,column:primary
budget-views,$.created_by,object,person,structural
budget-views,$.created_by.id,integer,identity,column:primary
budget-views,$.created_by.login,string,person,column:primary
budget-views,$.created_by.name,string,title,column:primary
budget-views,$.description,string,title,column:primary
budget-views,$.id,integer,identity,column:primary
budget-views,$.links,object,other,structural
budget-views,$.links.detail_rows,string,other,sidecar:primary
budget-views,$.links.summary_rows,string,money,column:primary
budget-views,$.name,string,title,column:primary
budget-views,$.role,string,other,column:primary
budget-views,$.updated_at,string,date,column:primary
change-events,$,object,other,structural
change-events,$.attachments,array,attachment,child:procore_ep_change_events_attachments
change-events,$.attachments[],object,attachment,structural
change-events,$.attachments[].filename,string,attachment,column:$.attachments
change-events,$.attachments[].id,integer,identity,column:$.attachments
change-events,$.attachments[].url,string,attachment,column:$.attachments
change-events,$.change_items,array,other,child:procore_ep_change_events_change_items
change-events,$.change_items[],object,other,structural
change-events,$.change_items[].budget_code,object,identity,structural
change-events,$.change_items[].budget_code.description,string,title,column:$.change_items
change-events,$.change_items[].budget_code.flat_code,string,identity,column:$.change_items
change-events,$.change_items[].budget_code.id,integer,identity,column:$.change_items
change-events,$.change_items[].budget_code.segment_items,array,cost_code,child:procore_ep_change_events_change_items_budget_code_seg_2dff22
change-events,$.change_items[].budget_code.segment_items[],object,cost_code,structural
change-events,$.change_items[].budget_code.segment_items[].code,string,identity,column:$.change_items[].budget_code.segment_items
change-events,$.change_items[].budget_code.segment_items[].id,integer,identity,column:$.change_items[].budget_code.segment_items
change-events,$.change_items[].budget_code.segment_items[].name,string,title,column:$.change_items[].budget_code.segment_items
change-events,$.change_items[].budget_code.segment_items[].path_codes,array,cost_code,sidecar:child:$.change_items[].budget_code.segment_items
change-events,$.change_items[].budget_code.segment_items[].path_codes[],string,cost_code,structural
change-events,$.change_items[].budget_code.segment_items[].path_ids,array,cost_code,sidecar:child:$.change_items[].budget_code.segment_items
change-events,$.change_items[].budget_code.segment_items[].path_ids[],integer,cost_code,structural
change-events,$.change_items[].budget_code.segment_items[].segment,object,cost_code,structural
change-events,$.change_items[].budget_code.segment_items[].segment.id,integer,identity,column:$.change_items[].budget_code.segment_items
change-events,$.change_items[].budget_code.segment_items[].segment.name,string,title,column:$.change_items[].budget_code.segment_items
change-events,$.change_items[].budget_code.segment_items[].segment.type,string,other,sidecar:child:$.change_items[].budget_code.segment_items
change-events,$.change_items[].budget_impact,object,money,structural
change-events,$.change_items[].budget_impact.budget_change,null,money,column:$.change_items
change-events,$.change_items[].budget_impact.budget_modification,null,money,column:$.change_items
change-events,$.change_items[].budget_impact.source_of_latest_budget_impact,string,money,column:$.change_items
change-events,$.change_items[].budget_impact.source_of_stage,string,status,column:$.change_items
change-events,$.change_items[].cost_impact,object,money,structural
change-events,$.change_items[].cost_impact.commitment,object,other,sidecar:child:$.change_items
change-events,$.change_items[].cost_impact.commitment.contract_type,string,other,sidecar:child:$.change_items
change-events,$.change_items[].cost_impact.commitment.currency_configuration,object,money,structural
change-events,$.change_items[].cost_impact.commitment.currency_configuration.base_currency_iso_code,null,identity,column:$.change_items
change-events,$.change_items[].cost_impact.commitment.currency_configuration.currency_exchange_rate,null,money,column:$.change_items
change-events,$.change_items[].cost_impact.commitment.currency_configuration.currency_iso_code,null,identity,column:$.change_items
change-events,$.change_items[].cost_impact.commitment.days_in_stage,integer,status,column:$.change_items
change-events,$.change_items[].cost_impact.commitment.id,integer,identity,column:$.change_items
change-events,$.change_items[].cost_impact.commitment.in_status_since,string,status,column:$.change_items
change-events,$.change_items[].cost_impact.commitment.line_item,object,other,structural
change-events,$.change_items[].cost_impact.commitment.line_item.amount,string,money,column:$.change_items
change-events,$.change_items[].cost_impact.commitment.line_item.amount_project_currency,string,money,column:$.change_items
change-events,$.change_items[].cost_impact.commitment.line_item.holder_id,integer,identity,column:$.change_items
change-events,$.change_items[].cost_impact.commitment.line_item.id,integer,identity,column:$.change_items
change-events,$.change_items[].cost_impact.commitment.number,string,identity,column:$.change_items
change-events,$.change_items[].cost_impact.commitment.status,string,status,column:$.change_items
change-events,$.change_items[].cost_impact.commitment.title,string,title,column:$.change_items
change-events,$.change_items[].cost_impact.commitment.type,string,other,sidecar:child:$.change_items
change-events,$.change_items[].cost_impact.contract,object,other,structural
change-events,$.change_items[].cost_impact.contract.confirmed,object,company,column:$.change_items
change-events,$.change_items[].cost_impact.contract.confirmed.contract_type,string,other,sidecar:child:$.change_items
change-events,$.change_items[].cost_impact.contract.confirmed.id,integer,identity,column:$.change_items
change-events,$.change_items[].cost_impact.contract.confirmed.number,string,identity,column:$.change_items
change-events,$.change_items[].cost_impact.contract.confirmed.status,string,status,column:$.change_items
change-events,$.change_items[].cost_impact.contract.confirmed.title,string,title,column:$.change_items
change-events,$.change_items[].cost_impact.contract.proposed,object,other,sidecar:child:$.change_items
change-events,$.change_items[].cost_impact.contract.proposed.contract_type,string,other,sidecar:child:$.change_items
change-events,$.change_items[].cost_impact.contract.proposed.id,integer,identity,column:$.change_items
change-events,$.change_items[].cost_impact.contract.proposed.number,string,identity,column:$.change_items
change-events,$.change_items[].cost_impact.contract.proposed.status,string,status,column:$.change_items
change-events,$.change_items[].cost_impact.contract.proposed.title,string,title,column:$.change_items
change-events,$.change_items[].cost_impact.estimate,object,other,structural
change-events,$.change_items[].cost_impact.estimate.amount,string,money,column:$.change_items
change-events,$.change_items[].cost_impact.estimate.calculation_strategy,string,other,sidecar:child:$.change_items
change-events,$.change_items[].cost_impact.estimate.quantity,string,quantity,column:$.change_items
change-events,$.change_items[].cost_impact.estimate.unit_cost,string,money,column:$.change_items
change-events,$.change_items[].cost_impact.estimate.unit_of_measure,string,quantity,column:$.change_items
change-events,$.change_items[].cost_impact.non_commitment,object,other,structural
change-events,$.change_items[].cost_impact.non_commitment.amount,null,money,column:$.change_items
change-events,$.change_items[].cost_impact.request_for_quote,object,other,sidecar:child:$.change_items
change-events,$.change_items[].cost_impact.request_for_quote.contract_id,integer,identity,column:$.change_items
change-events,$.change_items[].cost_impact.request_for_quote.contract_type,string,other,sidecar:child:$.change_items
change-events,$.change_items[].cost_impact.request_for_quote.currency_configuration,object,money,structural
change-events,$.change_items[].cost_impact.request_for_quote.currency_configuration.base_currency_iso_code,null,identity,column:$.change_items
change-events,$.change_items[].cost_impact.request_for_quote.currency_configuration.currency_exchange_rate,null,money,column:$.change_items
change-events,$.change_items[].cost_impact.request_for_quote.currency_configuration.currency_iso_code,null,identity,column:$.change_items
change-events,$.change_items[].cost_impact.request_for_quote.days_in_stage,integer,status,column:$.change_items
change-events,$.change_items[].cost_impact.request_for_quote.id,integer,identity,column:$.change_items
change-events,$.change_items[].cost_impact.request_for_quote.in_status_since,string,status,column:$.change_items
change-events,$.change_items[].cost_impact.request_for_quote.latest_quote_amount,null,money,column:$.change_items
change-events,$.change_items[].cost_impact.request_for_quote.latest_quote_amount_project_currency,null,money,column:$.change_items
change-events,$.change_items[].cost_impact.request_for_quote.number,string,identity,column:$.change_items
change-events,$.change_items[].cost_impact.request_for_quote.status,string,status,column:$.change_items
change-events,$.change_items[].cost_impact.request_for_quote.title,string,title,column:$.change_items
change-events,$.change_items[].cost_impact.source_of_latest_cost,string,money,column:$.change_items
change-events,$.change_items[].cost_impact.source_of_stage,string,status,column:$.change_items
change-events,$.change_items[].cost_impact.vendor,object,company,structural
change-events,$.change_items[].cost_impact.vendor.confirmed,object,company,column:$.change_items
change-events,$.change_items[].cost_impact.vendor.confirmed.id,integer,identity,column:$.change_items
change-events,$.change_items[].cost_impact.vendor.confirmed.name,string,title,column:$.change_items
change-events,$.change_items[].cost_impact.vendor.confirmed.web_page_url,string,attachment,sidecar:child:$.change_items
change-events,$.change_items[].cost_impact.vendor.proposed,object,other,sidecar:child:$.change_items
change-events,$.change_items[].cost_impact.vendor.proposed.id,integer,identity,column:$.change_items
change-events,$.change_items[].cost_impact.vendor.proposed.name,string,title,column:$.change_items
change-events,$.change_items[].cost_impact.vendor.proposed.web_page_url,string,attachment,sidecar:child:$.change_items
change-events,$.change_items[].created_at,string,date,column:$.change_items
change-events,$.change_items[].currency_configuration,object,money,structural
change-events,$.change_items[].currency_configuration.currency_iso_code,null,identity,column:$.change_items
change-events,$.change_items[].deletable,boolean,other,column:$.change_items
change-events,$.change_items[].deleted_at,null,date,column:$.change_items
change-events,$.change_items[].description,string,title,column:$.change_items
change-events,$.change_items[].disabled_fields,array,other,sidecar:child:$.change_items
change-events,$.change_items[].disabled_fields[],string,other,structural
change-events,$.change_items[].editable,boolean,other,column:$.change_items
change-events,$.change_items[].event_id,integer,identity,column:$.change_items
change-events,$.change_items[].event_number,string,identity,column:$.change_items
change-events,$.change_items[].event_title,string,title,column:$.change_items
change-events,$.change_items[].id,integer,identity,column:$.change_items
change-events,$.change_items[].item_type,string,other,column:$.change_items
change-events,$.change_items[].latest_cost_values,object,money,structural
change-events,$.change_items[].latest_cost_values.amount,string,money,column:$.change_items
change-events,$.change_items[].latest_cost_values.amount_project_currency,string,money,column:$.change_items
change-events,$.change_items[].latest_cost_values.calculation_strategy,string,other,sidecar:child:$.change_items
change-events,$.change_items[].latest_cost_values.quantity,string,quantity,column:$.change_items
change-events,$.change_items[].latest_cost_values.unit_cost,string,money,column:$.change_items
change-events,$.change_items[].latest_cost_values.unit_cost_project_currency,string,money,column:$.change_items
change-events,$.change_items[].latest_cost_values.uom,object,quantity,structural
change-events,$.change_items[].latest_cost_values.uom.id,string,identity,column:$.change_items
change-events,$.change_items[].latest_cost_values.uom.name,string,title,column:$.change_items
change-events,$.change_items[].latest_revenue_values,object,money,structural
change-events,$.change_items[].latest_revenue_values.amount,string,money,column:$.change_items
change-events,$.change_items[].latest_revenue_values.amount_project_currency,string,money,column:$.change_items
change-events,$.change_items[].latest_revenue_values.calculation_strategy,string,other,sidecar:child:$.change_items
change-events,$.change_items[].latest_revenue_values.quantity,string,quantity,column:$.change_items
change-events,$.change_items[].latest_revenue_values.unit_cost,string,money,column:$.change_items
change-events,$.change_items[].latest_revenue_values.unit_cost_project_currency,string,money,column:$.change_items
change-events,$.change_items[].latest_revenue_values.uom,object,quantity,structural
change-events,$.change_items[].latest_revenue_values.uom.id,string,identity,column:$.change_items
change-events,$.change_items[].latest_revenue_values.uom.name,string,title,column:$.change_items
change-events,$.change_items[].line_aging,integer,other,column:$.change_items
change-events,$.change_items[].notes,object,title,structural
change-events,$.change_items[].revenue_impact,object,other,structural
change-events,$.change_items[].revenue_impact.change_order,object,other,sidecar:child:$.change_items
change-events,$.change_items[].revenue_impact.change_order.contract_id,integer,identity,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order.contract_number,string,identity,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order.contract_title,string,title,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order.currency_configuration,object,money,structural
change-events,$.change_items[].revenue_impact.change_order.currency_configuration.base_currency_iso_code,null,identity,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order.currency_configuration.currency_exchange_rate,null,money,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order.currency_configuration.currency_iso_code,null,identity,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order.days_in_stage,integer,status,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order.id,integer,identity,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order.in_status_since,string,status,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order.line_item,object,other,structural
change-events,$.change_items[].revenue_impact.change_order.line_item.amount,string,money,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order.line_item.amount_project_currency,string,money,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order.line_item.id,integer,identity,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order.number,string,identity,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order.status,string,status,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order.title,string,title,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order.type,string,other,sidecar:child:$.change_items
change-events,$.change_items[].revenue_impact.change_order_package,object,other,sidecar:child:$.change_items
change-events,$.change_items[].revenue_impact.change_order_package.contract_id,integer,identity,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order_package.days_in_stage,integer,status,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order_package.id,integer,identity,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order_package.in_status_since,string,status,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order_package.line_item,object,other,structural
change-events,$.change_items[].revenue_impact.change_order_package.line_item.amount,string,money,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order_package.line_item.amount_project_currency,string,money,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order_package.line_item.id,integer,identity,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order_package.number,string,identity,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order_package.status,string,status,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order_package.title,string,title,column:$.change_items
change-events,$.change_items[].revenue_impact.change_order_package.type,string,other,sidecar:child:$.change_items
change-events,$.change_items[].revenue_impact.estimate,object,other,structural
change-events,$.change_items[].revenue_impact.estimate.amount,string,money,column:$.change_items
change-events,$.change_items[].revenue_impact.estimate.amount_project_currency,string,money,column:$.change_items
change-events,$.change_items[].revenue_impact.estimate.calculation_strategy,string,other,sidecar:child:$.change_items
change-events,$.change_items[].revenue_impact.estimate.quantity,string,quantity,column:$.change_items
change-events,$.change_items[].revenue_impact.estimate.unit_cost,string,money,column:$.change_items
change-events,$.change_items[].revenue_impact.estimate.unit_cost_project_currency,string,money,column:$.change_items
change-events,$.change_items[].revenue_impact.source_of_latest_price,string,money,column:$.change_items
change-events,$.change_items[].revenue_impact.source_of_revenue_rom,string,other,sidecar:child:$.change_items
change-events,$.change_items[].revenue_impact.source_of_stage,string,status,column:$.change_items
change-events,$.change_items[].updated_at,string,date,column:$.change_items
change-events,$.change_reason,object,title,structural
change-events,$.change_reason.change_reason,string,title,column:primary
change-events,$.change_reason.id,integer,identity,column:primary
change-events,$.change_type,object,other,structural
change-events,$.change_type.abbreviation,string,other,sidecar:primary
change-events,$.change_type.id,integer,identity,column:primary
change-events,$.change_type.name,string,title,column:primary
change-events,$.comments_enabled,boolean,title,column:primary
change-events,$.company_id,integer,identity,column:primary
change-events,$.created_at,string,date,column:primary
change-events,$.created_by,object,person,structural
change-events,$.created_by.id,integer,identity,column:primary
change-events,$.created_by.login,string,person,column:primary
change-events,$.created_by.name,string,title,column:primary
change-events,$.currency_configuration,object,money,structural
change-events,$.currency_configuration.currency_iso_code,null,identity,column:primary
change-events,$.custom_fields,object,custom_field,structural
change-events,$.deletable,boolean,other,column:primary
change-events,$.deleted_at,null,date,column:primary
change-events,$.description,string,title,column:primary
change-events,$.event_origin,object,other,column:primary
change-events,$.event_origin.display_name,string,title,column:primary
change-events,$.event_origin.origin_id,integer,identity,column:primary
change-events,$.event_origin.origin_type,string,other,sidecar:primary
change-events,$.event_origin.web_page_url,string,attachment,sidecar:primary
change-events,$.external_data,null,custom_field,column:primary
change-events,$.has_edited_markups,boolean,money,column:primary
change-events,$.id,integer,identity,column:primary
change-events,$.in_recycle_bin,boolean,other,column:primary
change-events,$.markup_items,array,money,child:procore_ep_change_events_markup_items
change-events,$.markup_items[],object,money,structural
change-events,$.markup_items[].event_id,integer,identity,column:$.markup_items
change-events,$.markup_items[].id,string,identity,column:$.markup_items
change-events,$.markup_items[].item_type,string,other,column:$.markup_items
change-events,$.markup_items[].revenue,object,other,structural
change-events,$.markup_items[].revenue.change_order_amount,string,money,column:$.markup_items
change-events,$.markup_items[].revenue.change_order_amount_project_currency,string,money,column:$.markup_items
change-events,$.markup_items[].revenue.estimate_amount,string,money,column:$.markup_items
change-events,$.markup_items[].revenue.latest_price_amount,string,money,column:$.markup_items
change-events,$.markup_items[].revenue.latest_price_amount_project_currency,string,money,column:$.markup_items
change-events,$.markup_items[].wbs_code,object,identity,structural
change-events,$.markup_items[].wbs_code.description,string,title,column:$.markup_items
change-events,$.markup_items[].wbs_code.flat_code,string,identity,column:$.markup_items
change-events,$.markup_items[].wbs_code.id,integer,identity,column:$.markup_items
change-events,$.markup_items[].wbs_code.segment_items,array,cost_code,child:procore_ep_change_events_markup_items_wbs_code_segment_items
change-events,$.markup_items[].wbs_code.segment_items[],object,cost_code,structural
change-events,$.markup_items[].wbs_code.segment_items[].code,string,identity,column:$.markup_items[].wbs_code.segment_items
change-events,$.markup_items[].wbs_code.segment_items[].id,integer,identity,column:$.markup_items[].wbs_code.segment_items
change-events,$.markup_items[].wbs_code.segment_items[].name,string,title,column:$.markup_items[].wbs_code.segment_items
change-events,$.markup_items[].wbs_code.segment_items[].path_codes,array,cost_code,sidecar:child:$.markup_items[].wbs_code.segment_items
change-events,$.markup_items[].wbs_code.segment_items[].path_codes[],string,cost_code,structural
change-events,$.markup_items[].wbs_code.segment_items[].path_ids,array,cost_code,sidecar:child:$.markup_items[].wbs_code.segment_items
change-events,$.markup_items[].wbs_code.segment_items[].path_ids[],integer,cost_code,structural
change-events,$.markup_items[].wbs_code.segment_items[].segment,object,cost_code,structural
change-events,$.markup_items[].wbs_code.segment_items[].segment.id,integer,identity,column:$.markup_items[].wbs_code.segment_items
change-events,$.markup_items[].wbs_code.segment_items[].segment.name,string,title,column:$.markup_items[].wbs_code.segment_items
change-events,$.markup_items[].wbs_code.segment_items[].segment.type,string,other,sidecar:child:$.markup_items[].wbs_code.segment_items
change-events,$.notes,object,title,structural
change-events,$.number,string,identity,column:primary
change-events,$.prime_contract_for_estimates,object,other,structural
change-events,$.prime_contract_for_estimates.id,integer,identity,column:primary
change-events,$.prime_contract_for_estimates.number,string,identity,column:primary
change-events,$.prime_contract_for_estimates.title,string,title,column:primary
change-events,$.production_quantities,array,other,sidecar:primary
change-events,$.project_id,integer,identity,column:primary
change-events,$.scope,string,title,column:primary
change-events,$.source,null,other,column:primary
change-events,$.source_of_revenue_rom,string,other,column:primary
change-events,$.status,object,status,structural
change-events,$.status.id,integer,identity,column:primary
change-events,$.status.mapped_to_status,string,status,column:primary
change-events,$.status.name,string,title,column:primary
change-events,$.title,string,title,column:primary
change-events,$.updated_at,string,date,column:primary
commitment-attachments,$,object,other,structural
commitment-attachments,$.content_type,string,other,column:primary
commitment-attachments,$.id,string,identity,column:primary
commitment-attachments,$.name,string,title,column:primary
commitment-attachments,$.url,string,attachment,column:primary
commitment-attachments,$.uuid,string,identity,column:primary
commitment-change-orders,$,object,other,structural
commitment-change-orders,$.batch_id,null,identity,column:primary
commitment-change-orders,$.billing_schedule_of_values_status,string,money,column:primary
commitment-change-orders,$.change_order_change_reason,object,title,column:primary
commitment-change-orders,$.change_order_change_reason.change_reason,string,title,column:primary
commitment-change-orders,$.change_order_change_reason.id,integer,identity,column:primary
commitment-change-orders,$.contract_id,integer,identity,column:primary
commitment-change-orders,$.created_at,string,date,column:primary
commitment-change-orders,$.created_by,object,person,structural
commitment-change-orders,$.created_by.id,integer,identity,column:primary
commitment-change-orders,$.created_by.name,string,title,column:primary
commitment-change-orders,$.currency_configuration,object,money,structural
commitment-change-orders,$.currency_configuration.currency_iso_code,null,identity,column:primary
commitment-change-orders,$.custom_fields,object,custom_field,structural
commitment-change-orders,$.description,string,title,column:primary
commitment-change-orders,$.designated_reviewer,object,status,column:primary
commitment-change-orders,$.designated_reviewer.id,integer,identity,column:primary
commitment-change-orders,$.designated_reviewer.name,string,title,column:primary
commitment-change-orders,$.due_date,string,date,column:primary
commitment-change-orders,$.enable_ssov,boolean,other,column:primary
commitment-change-orders,$.executed,boolean,status,column:primary
commitment-change-orders,$.field_change,boolean,other,column:primary
commitment-change-orders,$.grand_total,string,money,column:primary
commitment-change-orders,$.id,integer,identity,column:primary
commitment-change-orders,$.invoiced_date,null,date,column:primary
commitment-change-orders,$.legacy_package_id,integer,identity,column:primary
commitment-change-orders,$.legacy_request_id,integer,identity,column:primary
commitment-change-orders,$.location_id,integer,identity,column:primary
commitment-change-orders,$.number,string,identity,column:primary
commitment-change-orders,$.paid,boolean,money,column:primary
commitment-change-orders,$.paid_date,null,date,column:primary
commitment-change-orders,$.private,boolean,status,column:primary
commitment-change-orders,$.received_from,object,other,column:primary
commitment-change-orders,$.received_from.id,integer,identity,column:primary
commitment-change-orders,$.received_from.name,string,title,column:primary
commitment-change-orders,$.reference,string,other,column:primary
commitment-change-orders,$.review_notes,string,status,column:primary
commitment-change-orders,$.reviewed_at,string,date,column:primary
commitment-change-orders,$.reviewed_by,object,status,column:primary
commitment-change-orders,$.reviewed_by.id,integer,identity,column:primary
commitment-change-orders,$.reviewed_by.name,string,title,column:primary
commitment-change-orders,$.revision,integer,other,column:primary
commitment-change-orders,$.schedule_impact_amount,integer,money,column:primary
commitment-change-orders,$.signature_required,boolean,other,column:primary
commitment-change-orders,$.signed_change_order_received_date,string,date,column:primary
commitment-change-orders,$.status,string,status,column:primary
commitment-change-orders,$.title,string,title,column:primary
commitment-change-orders,$.type,string,other,column:primary
commitment-change-orders,$.updated_at,string,date,column:primary
commitment-compliance,$,object,other,structural
commitment-compliance,$.compliance_documents,array,attachment,sidecar:primary
commitment-compliance,$.compliance_notes,null,title,column:primary
commitment-compliance,$.compliance_requirements_not_created,array,other,sidecar:primary
commitment-compliance,$.compliance_status,null,status,column:primary
commitment-compliance,$.derived_compliance_status,null,status,column:primary
commitment-compliance,$.derived_insurance_status,string,status,column:primary
commitment-compliance,$.insurance_documents,array,attachment,child:procore_ep_commitment_compliance_insurance_documents
commitment-compliance,$.insurance_documents[],object,attachment,structural
commitment-compliance,$.insurance_documents[].attachments,array,attachment,child:procore_ep_commitment_compliance_insurance_documents__52b7bf
commitment-compliance,$.insurance_documents[].attachments[],object,attachment,structural
commitment-compliance,$.insurance_documents[].attachments[].content_type,string,other,column:$.insurance_documents[].attachments
commitment-compliance,$.insurance_documents[].attachments[].filename,string,attachment,column:$.insurance_documents[].attachments
commitment-compliance,$.insurance_documents[].attachments[].id,integer,identity,column:$.insurance_documents[].attachments
commitment-compliance,$.insurance_documents[].attachments[].url,string,attachment,column:$.insurance_documents[].attachments
commitment-compliance,$.insurance_documents[].effective_at,string,date,column:$.insurance_documents
commitment-compliance,$.insurance_documents[].expires_at,string,date,column:$.insurance_documents
commitment-compliance,$.insurance_documents[].id,integer,identity,column:$.insurance_documents
commitment-compliance,$.insurance_documents[].insurance_type,string,other,column:$.insurance_documents
commitment-compliance,$.insurance_documents[].level,string,other,column:$.insurance_documents
commitment-compliance,$.insurance_documents[].name,string,title,column:$.insurance_documents
commitment-compliance,$.insurance_documents[].notes,string,title,column:$.insurance_documents
commitment-compliance,$.insurance_documents[].status,string,status,column:$.insurance_documents
commitment-compliance,$.insurance_notes,null,title,column:primary
commitment-compliance,$.insurance_requirements_not_created,array,other,sidecar:primary
commitment-compliance,$.insurance_status,null,status,column:primary
commitment-compliance,$.updated_at,null,date,column:primary
commitment-compliance,$.updated_by_id,null,identity,column:primary
commitment-contracts,$,object,other,structural
commitment-contracts,$.accounting_method,string,other,column:primary
commitment-contracts,$.actual_completion_date,null,date,column:primary
commitment-contracts,$.allow_change_orders_ssov,boolean,other,column:primary
commitment-contracts,$.allow_comments,boolean,title,column:primary
commitment-contracts,$.allow_markups,boolean,money,column:primary
commitment-contracts,$.allow_payment_applications,boolean,money,column:primary
commitment-contracts,$.allow_payments,boolean,money,column:primary
commitment-contracts,$.approval_letter_date,null,date,column:primary
commitment-contracts,$.assignee,object,person,structural
commitment-contracts,$.assignee.id,string,identity,column:primary
commitment-contracts,$.bill_to_address,string,other,column:primary
commitment-contracts,$.billing_schedule_of_values_status,string,money,column:primary
commitment-contracts,$.change_order_level_of_detail,string,other,column:primary
commitment-contracts,$.contract_date,null,date,column:primary
commitment-contracts,$.contract_estimated_completion_date,string,date,column:primary
commitment-contracts,$.contract_start_date,string,date,column:primary
commitment-contracts,$.created_at,string,date,column:primary
commitment-contracts,$.created_by,object,person,structural
commitment-contracts,$.created_by.id,string,identity,column:primary
commitment-contracts,$.created_by.name,string,title,column:primary
commitment-contracts,$.currency_configuration,object,money,structural
commitment-contracts,$.currency_configuration.currency_iso_code,null,identity,column:primary
commitment-contracts,$.delivery_date,string,date,column:primary
commitment-contracts,$.description,string,title,column:primary
commitment-contracts,$.display_materials_retainage,boolean,money,column:primary
commitment-contracts,$.display_work_retainage,boolean,money,column:primary
commitment-contracts,$.enable_ssov,boolean,other,column:primary
commitment-contracts,$.exclusions,string,other,column:primary
commitment-contracts,$.executed,boolean,status,column:primary
commitment-contracts,$.execution_date,null,date,column:primary
commitment-contracts,$.grand_total,string,money,column:primary
commitment-contracts,$.id,string,identity,column:primary
commitment-contracts,$.inclusions,string,other,column:primary
commitment-contracts,$.issued_on_date,null,date,column:primary
commitment-contracts,$.letter_of_intent_date,null,date,column:primary
commitment-contracts,$.number,string,identity,column:primary
commitment-contracts,$.payment_terms,string,money,column:primary
commitment-contracts,$.private,boolean,status,column:primary
commitment-contracts,$.retainage_percent,string,money,column:primary
commitment-contracts,$.returned_date,null,date,column:primary
commitment-contracts,$.ship_to_address,string,other,column:primary
commitment-contracts,$.ship_via,null,other,column:primary
commitment-contracts,$.show_cost_code_on_pdf,boolean,cost_code,column:primary
commitment-contracts,$.show_line_items_to_non_admins,boolean,other,column:primary
commitment-contracts,$.signature_required,boolean,other,column:primary
commitment-contracts,$.signed_contract_received_date,string,date,column:primary
commitment-contracts,$.ssr_enabled,boolean,other,column:primary
commitment-contracts,$.status,string,status,column:primary
commitment-contracts,$.title,string,title,column:primary
commitment-contracts,$.type,string,other,column:primary
commitment-contracts,$.updated_at,string,date,column:primary
commitment-contracts,$.vendor,object,company,structural
commitment-contracts,$.vendor.id,string,identity,column:primary
commitment-line-items,$,object,other,structural
commitment-line-items,$.amount,string,money,column:primary
commitment-line-items,$.description,string,title,column:primary
commitment-line-items,$.extended_type,string,other,column:primary
commitment-line-items,$.funding_rule_id,null,identity,column:primary
commitment-line-items,$.id,string,identity,column:primary
commitment-line-items,$.position,integer,other,column:primary
commitment-line-items,$.prime_line_item_id,null,identity,column:primary
commitment-line-items,$.quantity,string,quantity,column:primary
commitment-line-items,$.tax_code_id,null,identity,column:primary
commitment-line-items,$.unit_cost,string,money,column:primary
commitment-line-items,$.uom,string,quantity,column:primary
commitment-line-items,$.wbs_code,object,identity,structural
commitment-line-items,$.wbs_code.description,string,title,column:primary
